study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_strategy	library_selection	base_count	first_public	last_updated	study_title	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp	sample_alias	sample_title
PRJEB42019	SAMEA7724218	ERX4804667	ERR4995181	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.myrold.59.s012	AMPLICON	PCR	1208	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4995181/ERR4995181.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995181/13114.myrold.59.s012.R1.fastq.gz			qiita_sid_13114:13114.myrold.59.s012	13114.myrold.59.s012
PRJEB42019	SAMEA7724219	ERX4804668	ERR4995182	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.myrold.59.s013	AMPLICON	PCR	4909161	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4995182/ERR4995182.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995182/13114.myrold.59.s013.R1.fastq.gz			qiita_sid_13114:13114.myrold.59.s013	13114.myrold.59.s013
PRJEB42019	SAMEA7724220	ERX4804669	ERR4995183	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.myrold.59.s014	AMPLICON	PCR	2567	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4995183/ERR4995183.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995183/13114.myrold.59.s014.R1.fastq.gz			qiita_sid_13114:13114.myrold.59.s014	13114.myrold.59.s014
PRJEB42019	SAMEA7724221	ERX4804670	ERR4995184	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.myrold.59.s015	AMPLICON	PCR	5155593	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4995184/ERR4995184.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995184/13114.myrold.59.s015.R1.fastq.gz			qiita_sid_13114:13114.myrold.59.s015	13114.myrold.59.s015
PRJEB42019	SAMEA7724222	ERX4804671	ERR4995185	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.myrold.59.s016	AMPLICON	PCR	3775	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4995185/ERR4995185.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995185/13114.myrold.59.s016.R1.fastq.gz			qiita_sid_13114:13114.myrold.59.s016	13114.myrold.59.s016
PRJEB42019	SAMEA7724223	ERX4804672	ERR4995186	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.myrold.59.s017	AMPLICON	PCR	9983365	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4995186/ERR4995186.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995186/13114.myrold.59.s017.R1.fastq.gz			qiita_sid_13114:13114.myrold.59.s017	13114.myrold.59.s017
PRJEB42019	SAMEA7724224	ERX4804673	ERR4995187	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.myrold.59.s018	AMPLICON	PCR	2960506	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4995187/ERR4995187.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995187/13114.myrold.59.s018.R1.fastq.gz			qiita_sid_13114:13114.myrold.59.s018	13114.myrold.59.s018
PRJEB42019	SAMEA7724225	ERX4804674	ERR4995188	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.myrold.59.s019	AMPLICON	PCR	3473	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4995188/ERR4995188.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995188/13114.myrold.59.s019.R1.fastq.gz			qiita_sid_13114:13114.myrold.59.s019	13114.myrold.59.s019
PRJEB42019	SAMEA7724226	ERX4804675	ERR4995189	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.myrold.59.s020	AMPLICON	PCR	11023151	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4995189/ERR4995189.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995189/13114.myrold.59.s020.R1.fastq.gz			qiita_sid_13114:13114.myrold.59.s020	13114.myrold.59.s020
PRJEB42019	SAMEA7724227	ERX4804676	ERR4995190	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.myrold.59.s021	AMPLICON	PCR	4970316	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4995190/ERR4995190.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995190/13114.myrold.59.s021.R1.fastq.gz			qiita_sid_13114:13114.myrold.59.s021	13114.myrold.59.s021
PRJEB42019	SAMEA7724228	ERX4804677	ERR4995191	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.myrold.59.s022	AMPLICON	PCR	5323958	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4995191/ERR4995191.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995191/13114.myrold.59.s022.R1.fastq.gz			qiita_sid_13114:13114.myrold.59.s022	13114.myrold.59.s022
PRJEB42019	SAMEA7723460	ERX4804678	ERR4995192	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s001	AMPLICON	PCR	3702369	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4995192/ERR4995192.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995192/13114.pinto.63.s001.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s001	13114.pinto.63.s001
PRJEB42019	SAMEA7724229	ERX4804679	ERR4995193	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s002	AMPLICON	PCR	1510	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4995193/ERR4995193.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995193/13114.pinto.63.s002.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s002	13114.pinto.63.s002
PRJEB42019	SAMEA7723461	ERX4804680	ERR4995194	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s003	AMPLICON	PCR	2248239	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4995194/ERR4995194.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995194/13114.pinto.63.s003.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s003	13114.pinto.63.s003
PRJEB42019	SAMEA7723462	ERX4804681	ERR4995195	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s004	AMPLICON	PCR	3232155	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4995195/ERR4995195.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995195/13114.pinto.63.s004.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s004	13114.pinto.63.s004
PRJEB42019	SAMEA7723676	ERX4804682	ERR4995196	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s005	AMPLICON	PCR	3889156	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4995196/ERR4995196.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995196/13114.pinto.63.s005.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s005	13114.pinto.63.s005
PRJEB42019	SAMEA7723677	ERX4804683	ERR4995197	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s006	AMPLICON	PCR	2930155	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4995197/ERR4995197.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995197/13114.pinto.63.s006.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s006	13114.pinto.63.s006
PRJEB42019	SAMEA7723463	ERX4804684	ERR4995198	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s007	AMPLICON	PCR	1638501	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4995198/ERR4995198.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995198/13114.pinto.63.s007.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s007	13114.pinto.63.s007
PRJEB42019	SAMEA7723464	ERX4804685	ERR4995199	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s008	AMPLICON	PCR	233144	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4995199/ERR4995199.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995199/13114.pinto.63.s008.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s008	13114.pinto.63.s008
PRJEB42019	SAMEA7723678	ERX4804686	ERR4995200	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s009	AMPLICON	PCR	2731439	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4995200/ERR4995200.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995200/13114.pinto.63.s009.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s009	13114.pinto.63.s009
PRJEB42019	SAMEA7724230	ERX4804687	ERR4995201	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s010	AMPLICON	PCR	3537930	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4995201/ERR4995201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995201/13114.pinto.63.s010.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s010	13114.pinto.63.s010
PRJEB42019	SAMEA7723465	ERX4804688	ERR4995202	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s011	AMPLICON	PCR	4540721	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4995202/ERR4995202.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995202/13114.pinto.63.s011.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s011	13114.pinto.63.s011
PRJEB42019	SAMEA7724231	ERX4804689	ERR4995203	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s012	AMPLICON	PCR	41978	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4995203/ERR4995203.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995203/13114.pinto.63.s012.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s012	13114.pinto.63.s012
PRJEB42019	SAMEA7723466	ERX4804690	ERR4995204	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s013	AMPLICON	PCR	1098676	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4995204/ERR4995204.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995204/13114.pinto.63.s013.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s013	13114.pinto.63.s013
PRJEB42019	SAMEA7723467	ERX4804691	ERR4995205	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s014	AMPLICON	PCR	3802331	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4995205/ERR4995205.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995205/13114.pinto.63.s014.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s014	13114.pinto.63.s014
PRJEB42019	SAMEA7723468	ERX4804692	ERR4995206	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s015	AMPLICON	PCR	2038651	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4995206/ERR4995206.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995206/13114.pinto.63.s015.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s015	13114.pinto.63.s015
PRJEB42019	SAMEA7724232	ERX4804693	ERR4995207	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s016	AMPLICON	PCR	1308566	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4995207/ERR4995207.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995207/13114.pinto.63.s016.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s016	13114.pinto.63.s016
PRJEB42019	SAMEA7723679	ERX4804694	ERR4995208	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s017	AMPLICON	PCR	4024905	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4995208/ERR4995208.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995208/13114.pinto.63.s017.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s017	13114.pinto.63.s017
PRJEB42019	SAMEA7724233	ERX4804695	ERR4995209	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s018	AMPLICON	PCR	1829365	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4995209/ERR4995209.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995209/13114.pinto.63.s018.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s018	13114.pinto.63.s018
PRJEB42019	SAMEA7723469	ERX4804696	ERR4995210	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s019	AMPLICON	PCR	6658647	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4995210/ERR4995210.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995210/13114.pinto.63.s019.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s019	13114.pinto.63.s019
PRJEB42019	SAMEA7723470	ERX4804697	ERR4995211	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s020	AMPLICON	PCR	3088856	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4995211/ERR4995211.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995211/13114.pinto.63.s020.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s020	13114.pinto.63.s020
PRJEB42019	SAMEA7723471	ERX4804698	ERR4995212	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s021	AMPLICON	PCR	4988134	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4995212/ERR4995212.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995212/13114.pinto.63.s021.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s021	13114.pinto.63.s021
PRJEB42019	SAMEA7723472	ERX4804699	ERR4995213	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s022	AMPLICON	PCR	1013210	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4995213/ERR4995213.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995213/13114.pinto.63.s022.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s022	13114.pinto.63.s022
PRJEB42019	SAMEA7723473	ERX4804700	ERR4995214	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s023	AMPLICON	PCR	2900559	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4995214/ERR4995214.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995214/13114.pinto.63.s023.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s023	13114.pinto.63.s023
PRJEB42019	SAMEA7723474	ERX4804701	ERR4995215	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s024	AMPLICON	PCR	2316642	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4995215/ERR4995215.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995215/13114.pinto.63.s024.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s024	13114.pinto.63.s024
PRJEB42019	SAMEA7723680	ERX4804702	ERR4995216	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s025	AMPLICON	PCR	7912702	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4995216/ERR4995216.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995216/13114.pinto.63.s025.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s025	13114.pinto.63.s025
PRJEB42019	SAMEA7723475	ERX4804703	ERR4995217	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s026	AMPLICON	PCR	6512026	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4995217/ERR4995217.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995217/13114.pinto.63.s026.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s026	13114.pinto.63.s026
PRJEB42019	SAMEA7723681	ERX4804704	ERR4995218	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s027	AMPLICON	PCR	6735506	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4995218/ERR4995218.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995218/13114.pinto.63.s027.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s027	13114.pinto.63.s027
PRJEB42019	SAMEA7723476	ERX4804705	ERR4995219	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s028	AMPLICON	PCR	5591228	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4995219/ERR4995219.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995219/13114.pinto.63.s028.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s028	13114.pinto.63.s028
PRJEB42019	SAMEA7724234	ERX4804706	ERR4995220	1504975	salt marsh metagenome	ILLUMINA	Illumina MiSeq	13114.roy.chowdhury.45.s001	AMPLICON	PCR	5875561	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4995220/ERR4995220.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995220/13114.roy.chowdhury.45.s001.R1.fastq.gz			qiita_sid_13114:13114.roy.chowdhury.45.s001	13114.roy.chowdhury.45.s001
PRJEB42019	SAMEA7724235	ERX4804707	ERR4995221	1504975	salt marsh metagenome	ILLUMINA	Illumina MiSeq	13114.roy.chowdhury.45.s002	AMPLICON	PCR	6576654	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4995221/ERR4995221.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995221/13114.roy.chowdhury.45.s002.R1.fastq.gz			qiita_sid_13114:13114.roy.chowdhury.45.s002	13114.roy.chowdhury.45.s002
PRJEB42019	SAMEA7724236	ERX4804708	ERR4995222	1504975	salt marsh metagenome	ILLUMINA	Illumina MiSeq	13114.roy.chowdhury.45.s003	AMPLICON	PCR	6536488	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4995222/ERR4995222.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995222/13114.roy.chowdhury.45.s003.R1.fastq.gz			qiita_sid_13114:13114.roy.chowdhury.45.s003	13114.roy.chowdhury.45.s003
PRJEB42019	SAMEA7724237	ERX4804709	ERR4995223	1504975	salt marsh metagenome	ILLUMINA	Illumina MiSeq	13114.roy.chowdhury.45.s004	AMPLICON	PCR	6299720	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4995223/ERR4995223.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995223/13114.roy.chowdhury.45.s004.R1.fastq.gz			qiita_sid_13114:13114.roy.chowdhury.45.s004	13114.roy.chowdhury.45.s004
PRJEB42019	SAMEA7724238	ERX4804710	ERR4995224	1504975	salt marsh metagenome	ILLUMINA	Illumina MiSeq	13114.roy.chowdhury.45.s005	AMPLICON	PCR	906	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4995224/ERR4995224.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995224/13114.roy.chowdhury.45.s005.R1.fastq.gz			qiita_sid_13114:13114.roy.chowdhury.45.s005	13114.roy.chowdhury.45.s005
PRJEB42019	SAMEA7724239	ERX4804711	ERR4995225	1504975	salt marsh metagenome	ILLUMINA	Illumina MiSeq	13114.roy.chowdhury.45.s006	AMPLICON	PCR	13137	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4995225/ERR4995225.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995225/13114.roy.chowdhury.45.s006.R1.fastq.gz			qiita_sid_13114:13114.roy.chowdhury.45.s006	13114.roy.chowdhury.45.s006
PRJEB42019	SAMEA7724240	ERX4804712	ERR4995226	1504975	salt marsh metagenome	ILLUMINA	Illumina MiSeq	13114.roy.chowdhury.45.s007	AMPLICON	PCR	8003	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4995226/ERR4995226.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995226/13114.roy.chowdhury.45.s007.R1.fastq.gz			qiita_sid_13114:13114.roy.chowdhury.45.s007	13114.roy.chowdhury.45.s007
PRJEB42019	SAMEA7724241	ERX4804713	ERR4995227	1504975	salt marsh metagenome	ILLUMINA	Illumina MiSeq	13114.roy.chowdhury.45.s008	AMPLICON	PCR	4929395	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4995227/ERR4995227.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995227/13114.roy.chowdhury.45.s008.R1.fastq.gz			qiita_sid_13114:13114.roy.chowdhury.45.s008	13114.roy.chowdhury.45.s008
PRJEB42019	SAMEA7724242	ERX4804714	ERR4995228	1504975	salt marsh metagenome	ILLUMINA	Illumina MiSeq	13114.roy.chowdhury.45.s009	AMPLICON	PCR	9966	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4995228/ERR4995228.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995228/13114.roy.chowdhury.45.s009.R1.fastq.gz			qiita_sid_13114:13114.roy.chowdhury.45.s009	13114.roy.chowdhury.45.s009
PRJEB42019	SAMEA7724243	ERX4804715	ERR4995229	1504975	salt marsh metagenome	ILLUMINA	Illumina MiSeq	13114.roy.chowdhury.45.s010	AMPLICON	PCR	2718	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4995229/ERR4995229.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995229/13114.roy.chowdhury.45.s010.R1.fastq.gz			qiita_sid_13114:13114.roy.chowdhury.45.s010	13114.roy.chowdhury.45.s010
PRJEB42019	SAMEA7724244	ERX4804716	ERR4995230	1504975	salt marsh metagenome	ILLUMINA	Illumina MiSeq	13114.roy.chowdhury.45.s011	AMPLICON	PCR	3775	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4995230/ERR4995230.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4995230/13114.roy.chowdhury.45.s011.R1.fastq.gz			qiita_sid_13114:13114.roy.chowdhury.45.s011	13114.roy.chowdhury.45.s011
