sample,fastq_1,fastq_2,accession,run_accession,experiment_accession,sample_accession,secondary_sample_accession,study_accession,secondary_study_accession,submission_accession,run_alias,experiment_alias,sample_alias,study_alias,library_layout,library_selection,library_source,library_strategy,library_name,instrument_model,instrument_platform,base_count,read_count,tax_id,scientific_name,sample_title,experiment_title,study_title,description,sample_description,fastq_md5,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_aspera
ERX4812823,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812823_ERR5003540_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812823_ERR5003540_2.fastq.gz,SAMEA7724062,ERR5003540,ERX4812823,SAMEA7724062,ERS5471439,PRJEB42019,ERP125879,ERA3199743,qiita_ppdid_88646:13114.zaneveld.9.s016,qiita_ptid_8765:13114.zaneveld.9.s016,qiita_sid_13114:13114.zaneveld.9.s016,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.zaneveld.9.s016,Illumina NovaSeq 6000,ILLUMINA,708127041,4809116,496922,coral metagenome,13114.zaneveld.9.s016,Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s016,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s016,"Coral Skeleton from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.2.20150621.S of the Global Coral Microbiome Project.",56b3e72e1d27bbd3e8ec56168a1dfc0b;bbb5e0b1a925e54431c2bc8195843c7b,191159682;188668027,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003540/ERR5003540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003540/ERR5003540_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003540/ERR5003540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003540/ERR5003540_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/000/ERR5003540/ERR5003540_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/000/ERR5003540/ERR5003540_2.fastq.gz
ERX4812824,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812824_ERR5003541_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812824_ERR5003541_2.fastq.gz,SAMEA7723559,ERR5003541,ERX4812824,SAMEA7723559,ERS5470937,PRJEB42019,ERP125879,ERA3199743,qiita_ppdid_88646:13114.zaneveld.9.s017,qiita_ptid_8765:13114.zaneveld.9.s017,qiita_sid_13114:13114.zaneveld.9.s017,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.zaneveld.9.s017,Illumina NovaSeq 6000,ILLUMINA,916732757,6125708,496922,coral metagenome,13114.zaneveld.9.s017,Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s017,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s017,"Coral Mucus from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.1.20150619.M of the Global Coral Microbiome Project.",9aadb32e7379282d06b998a6e09d6798;d4a24b61a030b8697a28ae7025dd9b36,249183218;248277973,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003541/ERR5003541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003541/ERR5003541_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003541/ERR5003541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003541/ERR5003541_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/001/ERR5003541/ERR5003541_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/001/ERR5003541/ERR5003541_2.fastq.gz
ERX4812825,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812825_ERR5003542_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812825_ERR5003542_2.fastq.gz,SAMEA7724063,ERR5003542,ERX4812825,SAMEA7724063,ERS5471440,PRJEB42019,ERP125879,ERA3199743,qiita_ppdid_88646:13114.zaneveld.9.s018,qiita_ptid_8765:13114.zaneveld.9.s018,qiita_sid_13114:13114.zaneveld.9.s018,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.zaneveld.9.s018,Illumina NovaSeq 6000,ILLUMINA,731314526,4899696,496922,coral metagenome,13114.zaneveld.9.s018,Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s018,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s018,"Coral Skeleton from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.1.20150619.S of the Global Coral Microbiome Project.",09e886bf147766302a69ed4bcf93076d;baa5734752f300880713b24c7cbfe911,200609521;195606323,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003542/ERR5003542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003542/ERR5003542_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003542/ERR5003542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003542/ERR5003542_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5003542/ERR5003542_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5003542/ERR5003542_2.fastq.gz
ERX4812826,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812826_ERR5003543_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812826_ERR5003543_2.fastq.gz,SAMEA7724064,ERR5003543,ERX4812826,SAMEA7724064,ERS5471441,PRJEB42019,ERP125879,ERA3199743,qiita_ppdid_88646:13114.zaneveld.9.s019,qiita_ptid_8765:13114.zaneveld.9.s019,qiita_sid_13114:13114.zaneveld.9.s019,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.zaneveld.9.s019,Illumina NovaSeq 6000,ILLUMINA,25797237,172548,496922,coral metagenome,13114.zaneveld.9.s019,Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s019,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s019,"Coral Mucus from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.2.20150619.M of the Global Coral Microbiome Project.",8ed95551b50ae2bbe91352d23c003b36;8ac382421a6b4f8a0458e10b46f9c3d3,7184452;7050170,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003543/ERR5003543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003543/ERR5003543_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003543/ERR5003543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003543/ERR5003543_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5003543/ERR5003543_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5003543/ERR5003543_2.fastq.gz
ERX4812827,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812827_ERR5003544_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812827_ERR5003544_2.fastq.gz,SAMEA7724065,ERR5003544,ERX4812827,SAMEA7724065,ERS5471442,PRJEB42019,ERP125879,ERA3199743,qiita_ppdid_88646:13114.zaneveld.9.s020,qiita_ptid_8765:13114.zaneveld.9.s020,qiita_sid_13114:13114.zaneveld.9.s020,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.zaneveld.9.s020,Illumina NovaSeq 6000,ILLUMINA,1275625834,8539340,496922,coral metagenome,13114.zaneveld.9.s020,Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s020,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s020,"Coral Skeleton from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.2.20150619.S of the Global Coral Microbiome Project.",e98ff78580b516af9b200317e261b291;9124fa92e0979809b11eaf187f275499,346863382;340948043,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003544/ERR5003544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003544/ERR5003544_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003544/ERR5003544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003544/ERR5003544_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5003544/ERR5003544_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5003544/ERR5003544_2.fastq.gz
ERX4812828,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812828_ERR5003545_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812828_ERR5003545_2.fastq.gz,SAMEA7724066,ERR5003545,ERX4812828,SAMEA7724066,ERS5471443,PRJEB42019,ERP125879,ERA3199743,qiita_ppdid_88646:13114.zaneveld.9.s021,qiita_ptid_8765:13114.zaneveld.9.s021,qiita_sid_13114:13114.zaneveld.9.s021,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.zaneveld.9.s021,Illumina NovaSeq 6000,ILLUMINA,1122957843,7497876,1561972,seawater metagenome,13114.zaneveld.9.s021,Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s021,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s021,"Reef Water sampled from site Bills Bay,Ningaloo,Australia as sample E7.Water.1.20150621 of the Global Coral Microbiome Project.",73a724a1b99b4ae86092c7771c40bced;b965f81e72abbec724ad01bde55f98f7,304145466;305439246,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003545/ERR5003545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003545/ERR5003545_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003545/ERR5003545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003545/ERR5003545_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5003545/ERR5003545_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5003545/ERR5003545_2.fastq.gz
ERX4812829,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812829_ERR5003546_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812829_ERR5003546_2.fastq.gz,SAMEA7723560,ERR5003546,ERX4812829,SAMEA7723560,ERS5470938,PRJEB42019,ERP125879,ERA3199743,qiita_ppdid_88646:13114.zaneveld.9.s022,qiita_ptid_8765:13114.zaneveld.9.s022,qiita_sid_13114:13114.zaneveld.9.s022,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.zaneveld.9.s022,Illumina NovaSeq 6000,ILLUMINA,938319992,6268900,1561972,seawater metagenome,13114.zaneveld.9.s022,Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s022,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8765:13114.zaneveld.9.s022,"Reef Water sampled from site Isla Contadora,Las Perlas,Panama as sample E11.Water.1.20150501 of the Global Coral Microbiome Project.",466ed142ff276ef0d3c92a5d293ec4ae;cf32e6c234de054b86826a256e96f184,255333691;254760361,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003546/ERR5003546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003546/ERR5003546_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003546/ERR5003546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003546/ERR5003546_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/006/ERR5003546/ERR5003546_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/006/ERR5003546/ERR5003546_2.fastq.gz
ERX4812858,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812858_ERR5003575_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812858_ERR5003575_2.fastq.gz,SAMEA7723388,ERR5003575,ERX4812858,SAMEA7723388,ERS5470766,PRJEB42019,ERP125879,ERA3199745,qiita_ppdid_88631:13114.angenent.65.s001,qiita_ptid_8759:13114.angenent.65.s001,qiita_sid_13114:13114.angenent.65.s001,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.angenent.65.s001,Illumina NovaSeq 6000,ILLUMINA,263868726,1776990,1076179,bioreactor metagenome,13114.angenent.65.s001,Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.angenent.65.s001,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.angenent.65.s001,Corn Beer Fermentation Bioreactor Biomass,5e8bed973d26cd6833ab967a4eb85c79;880b9ba9ed5df96d579f74c3e9f33d14,69613014;71096661,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003575/ERR5003575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003575/ERR5003575_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003575/ERR5003575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003575/ERR5003575_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5003575/ERR5003575_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5003575/ERR5003575_2.fastq.gz
ERX4812859,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812859_ERR5003576_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812859_ERR5003576_2.fastq.gz,SAMEA7723389,ERR5003576,ERX4812859,SAMEA7723389,ERS5470767,PRJEB42019,ERP125879,ERA3199745,qiita_ppdid_88631:13114.angenent.65.s002,qiita_ptid_8759:13114.angenent.65.s002,qiita_sid_13114:13114.angenent.65.s002,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.angenent.65.s002,Illumina NovaSeq 6000,ILLUMINA,879091229,5905962,1076179,bioreactor metagenome,13114.angenent.65.s002,Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.angenent.65.s002,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.angenent.65.s002,Corn Beer Fermentation Bioreactor Biomass,44ff088071519bc17ec15eae73523a48;d1b5077de915737bc114175d1ebc19f3,229916186;232558375,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003576/ERR5003576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003576/ERR5003576_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003576/ERR5003576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003576/ERR5003576_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/006/ERR5003576/ERR5003576_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/006/ERR5003576/ERR5003576_2.fastq.gz
ERX4812860,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812860_ERR5003577_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812860_ERR5003577_2.fastq.gz,SAMEA7723390,ERR5003577,ERX4812860,SAMEA7723390,ERS5470768,PRJEB42019,ERP125879,ERA3199745,qiita_ppdid_88631:13114.angenent.65.s005,qiita_ptid_8759:13114.angenent.65.s005,qiita_sid_13114:13114.angenent.65.s005,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.angenent.65.s005,Illumina NovaSeq 6000,ILLUMINA,251815666,1693678,1076179,bioreactor metagenome,13114.angenent.65.s005,Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.angenent.65.s005,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.angenent.65.s005,Corn Beer Fermentation Bioreactor Biomass,37b6dbf406d71349d34447bca6485424;db0c65b4052e05cbacbb29fcf51a5961,67238007;68709989,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003577/ERR5003577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003577/ERR5003577_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003577/ERR5003577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003577/ERR5003577_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/007/ERR5003577/ERR5003577_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/007/ERR5003577/ERR5003577_2.fastq.gz
ERX4812861,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812861_ERR5003578_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812861_ERR5003578_2.fastq.gz,SAMEA7723848,ERR5003578,ERX4812861,SAMEA7723848,ERS5471226,PRJEB42019,ERP125879,ERA3199745,qiita_ppdid_88631:13114.angenent.65.s006,qiita_ptid_8759:13114.angenent.65.s006,qiita_sid_13114:13114.angenent.65.s006,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.angenent.65.s006,Illumina NovaSeq 6000,ILLUMINA,267079045,1796108,1076179,bioreactor metagenome,13114.angenent.65.s006,Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.angenent.65.s006,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.angenent.65.s006,Corn Beer Fermentation Bioreactor Biomass,21db0f878c9bedafeef76195d743fc61;81f4add4f8463ccb07855b734dddb99f,71684887;72127680,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003578/ERR5003578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003578/ERR5003578_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003578/ERR5003578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003578/ERR5003578_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/008/ERR5003578/ERR5003578_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/008/ERR5003578/ERR5003578_2.fastq.gz
ERX4812862,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812862_ERR5003579_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812862_ERR5003579_2.fastq.gz,SAMEA7723391,ERR5003579,ERX4812862,SAMEA7723391,ERS5470769,PRJEB42019,ERP125879,ERA3199745,qiita_ppdid_88631:13114.angenent.65.s007,qiita_ptid_8759:13114.angenent.65.s007,qiita_sid_13114:13114.angenent.65.s007,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.angenent.65.s007,Illumina NovaSeq 6000,ILLUMINA,558587541,3754320,1076179,bioreactor metagenome,13114.angenent.65.s007,Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.angenent.65.s007,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.angenent.65.s007,Corn Beer Fermentation Bioreactor Biomass,bba33539faafaa1258368be8cf1f3f0b;23af3daf9a3c19a9b9e376deb140f40b,147269710;151826965,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003579/ERR5003579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003579/ERR5003579_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003579/ERR5003579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003579/ERR5003579_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/009/ERR5003579/ERR5003579_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/009/ERR5003579/ERR5003579_2.fastq.gz
ERX4812863,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812863_ERR5003580_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812863_ERR5003580_2.fastq.gz,SAMEA7723849,ERR5003580,ERX4812863,SAMEA7723849,ERS5471227,PRJEB42019,ERP125879,ERA3199745,qiita_ppdid_88631:13114.berry.2.s001,qiita_ptid_8759:13114.berry.2.s001,qiita_sid_13114:13114.berry.2.s001,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.berry.2.s001,Illumina NovaSeq 6000,ILLUMINA,592703819,3991464,556182,freshwater sediment metagenome,13114.berry.2.s001,Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.berry.2.s001,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.berry.2.s001,Freshwater sediment core slice from Doe Pond MA. Aseptically collected subsample.,8d0587e521fc7cefdff41f6b75a53208;3dc454b3d255cc75f7b8b1cc229564ac,156248932;161422721,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003580/ERR5003580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003580/ERR5003580_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003580/ERR5003580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003580/ERR5003580_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/000/ERR5003580/ERR5003580_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/000/ERR5003580/ERR5003580_2.fastq.gz
ERX4812864,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812864_ERR5003581_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812864_ERR5003581_2.fastq.gz,SAMEA7723599,ERR5003581,ERX4812864,SAMEA7723599,ERS5470977,PRJEB42019,ERP125879,ERA3199745,qiita_ppdid_88631:13114.berry.2.s002,qiita_ptid_8759:13114.berry.2.s002,qiita_sid_13114:13114.berry.2.s002,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.berry.2.s002,Illumina NovaSeq 6000,ILLUMINA,727839143,4895960,556182,freshwater sediment metagenome,13114.berry.2.s002,Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.berry.2.s002,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.berry.2.s002,Freshwater sediment core slice from Doe Pond MA. Aseptically collected subsample.,fcc6d16d1227ea10254e6f25f3193857;84794e301e98bcab7a79b653060bc6f3,191233724;198138601,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003581/ERR5003581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003581/ERR5003581_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003581/ERR5003581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003581/ERR5003581_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/001/ERR5003581/ERR5003581_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/001/ERR5003581/ERR5003581_2.fastq.gz
ERX4812865,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812865_ERR5003582_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4812865_ERR5003582_2.fastq.gz,SAMEA7723850,ERR5003582,ERX4812865,SAMEA7723850,ERS5471228,PRJEB42019,ERP125879,ERA3199745,qiita_ppdid_88631:13114.berry.2.s003,qiita_ptid_8759:13114.berry.2.s003,qiita_sid_13114:13114.berry.2.s003,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.berry.2.s003,Illumina NovaSeq 6000,ILLUMINA,818648894,5507244,556182,freshwater sediment metagenome,13114.berry.2.s003,Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.berry.2.s003,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8759:13114.berry.2.s003,Freshwater sediment core slice from Doe Pond MA. Aseptically collected subsample.,64c8ddfe8513e30d2eb3b1c36e18fb9e;ff0ebbc8501a2141435db19cee757163,214615313;224855923,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003582/ERR5003582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003582/ERR5003582_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003582/ERR5003582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003582/ERR5003582_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5003582/ERR5003582_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5003582/ERR5003582_2.fastq.gz
